,n_cells,highly_variable,means,dispersions,dispersions_norm
Chd7,180,True,0.04357167710561531,1.1700878824910728,0.95220536
Chd9,1562,True,0.5939084658022734,1.0490124867782984,0.79582834
Chek1,310,True,0.026557415755181488,0.22071770798902604,0.5112936
Chgb,1689,True,1.766202160054996,1.613883748754238,1.027324
Chi3l1,99,True,0.04216862725856956,1.6276522828180908,1.1647099
Chl1,1726,True,1.4629751062695047,1.397386203289585,0.7206789
Chml,835,True,0.1603194554627226,0.4536368171874269,0.6194672
Chmp1b,815,True,0.25088762625774513,0.6678078029625925,0.71893364
Chn2,856,True,0.49250043758255907,2.654389059648751,3.3558757
Chodl,98,True,0.19515125808645004,2.360312793369482,1.5049762
Chpt1,686,True,0.15441244933360596,0.37770722561934766,0.58420354
Chrdl1,102,True,0.14546260418185758,2.599990800058713,1.6162888
Chrm2,376,True,0.13923838660753116,0.5160394077413746,0.6484485
Chrna2,607,True,0.03606122057122581,0.8857127788059536,0.8201343
Chrna3,81,True,0.018658873294095928,1.132387146754914,0.93469614
Chrna4,703,True,0.20621245062565954,0.7936372792315519,0.77737206
Chst10,914,True,0.3320982365099735,1.0716291888628913,1.0097858
Chst11,504,True,0.2150951682074255,2.062788856359225,1.3667984
Chst12,651,True,0.1966246986485401,0.49363831767898486,0.6380449
Chst15,750,True,0.08224688163090517,0.5891925038012934,0.6824227
Chst2,1588,True,0.8771825976156231,1.4968359299848881,1.3868506
Chuk,1093,True,0.26201007590496117,0.8268616391252728,0.79280233
Cib1,150,True,0.03172980026332695,0.5334187629855281,0.65651995
Cidea,226,True,0.09197959463394602,0.4035063779018977,0.5961853
Cideb,66,True,0.022006229209177705,0.9010292114746206,0.8272476
Cish,207,True,0.04170078933634787,1.0474806919000945,0.89526343
Ckap2,35,True,0.020938877002035044,2.1821980166502413,1.4222552
Ckap2l,59,True,0.029624462794142624,2.456209177756384,1.5495129
Cks2,237,True,0.03105184149937181,0.25238059282595793,0.52599865
Clcc1,1083,True,0.46361002636664866,1.2952925715602908,1.341317
Clcn5,254,True,0.046369377817101834,0.2772243646927569,0.53753674
Clcn6,477,True,0.07249463143901928,0.2649862201417708,0.531853
Clcn7,871,True,0.21834433858168145,0.5476970434588665,0.66315114
Cldn1,134,True,0.05893851310652554,0.9292712465186886,0.8403639
Cldn10,211,True,0.2735562311318874,2.614690166654136,3.297031
Cldn11,133,True,0.35275141197677135,3.0394270652061732,3.926609
Cldn12,932,True,0.40552542604389924,1.0863830403490153,1.0316551
Cldn25,1589,True,1.0396254680167876,0.9340003522384409,0.6126157
Cldn5,35,True,0.013776312593161491,1.0532115894688197,0.897925
Clec14a,48,True,0.020071419021972618,1.4241058964155138,1.0701778
Clec1a,29,True,0.016751199008355443,0.978517474382437,0.8632352
Clec2l,740,True,0.11741934064455618,0.22581757348059764,0.5136621
Clec4a2,1612,True,0.016868048556533677,1.048355339713345,0.89566964
Clec4a3,52,True,0.04533870775476309,2.175631806971938,1.4192055
Clec5a,26,True,0.04057074262903299,2.4310867773859726,1.5378454
Clgn,306,True,0.05969518902152495,0.6057988647274793,0.6901351
Clic1,130,True,0.10614008390517472,1.7080821082602322,1.2020636
Clic4,283,True,0.1052935918738652,1.2271050236170329,0.97868556
Clic5,478,True,0.04248212488216722,1.6368690793190803,1.1689905
Clk1,1772,True,1.4485047366672157,1.2907838603194213,0.5962204
Clk4,1520,True,0.7687492220251566,0.9069849262467289,0.6056773
Clmn,1789,True,0.21142488521740202,1.6317087049377605,1.1665938
Cln3,747,True,0.20296289889093122,0.9136093562331811,0.8330902
Cln5,219,True,0.04735757135079303,0.9267931516763467,0.8392131
Cln8,1759,True,0.28876994326757527,0.8930087437383434,0.7450207
Clp1,476,True,0.17617071533515247,0.4279487813469922,0.607537
Clpb,700,True,0.2001463168842976,0.5622580074917113,0.66991365
Clu,1747,True,2.478403092886065,4.404101045645759,3.315225
Cmbl,110,True,0.0662755977005543,3.0878374969644136,1.8428572
Cml1,471,True,0.16481943626538528,1.3454322311142823,1.0336397
Cml3,752,True,0.025605236494577126,0.740506994615405,0.752697
Cml5,37,True,0.04925020308660874,1.9998336573696287,1.3375604
Cmtm3,76,True,0.03554224762454936,1.4716258232558275,1.0922472
Cmtm4,678,True,0.13638127405346384,0.7189404667322395,0.74268097
Cmtm5,205,True,0.3103356947067668,2.209639300781631,2.696633
Cmtm6,264,True,0.10527244422128082,1.8769352049248087,1.2804832
Cmya5,285,True,0.07025659925301621,0.760404237284861,0.7619378
Cnksr3,78,True,0.016920400335027223,0.9667481310709646,0.8577692
Cnn2,105,True,0.037560990024845475,1.713723119819208,1.2046834
Cnn3,330,True,0.11228017623821968,1.3219405477846315,1.0227296
Cnnm3,1722,True,0.09729852757828074,0.28733975421248664,0.5422346
Cnot6,546,True,0.1150312222278426,0.3874979427853529,0.5887506
Cnot6l,762,True,0.16841326732267095,0.8900790461692194,0.8221621
Cnp,465,True,1.1775221769521431,4.513339262612211,4.9027057
Cnst,703,True,0.1346678259278583,0.2738354755109277,0.5359628
Cntd1,1066,True,0.02500438508591299,1.0278374337014626,0.8861406
Cntln,481,True,0.08729102418787438,0.46826000120135186,0.62625855
Cntn2,1572,True,0.14616627516687214,0.7112920883865144,0.7391289
Cntn3,1058,True,0.2100551932412061,0.2686989201364137,0.5335773
Cntn4,1240,True,0.738651801940037,1.1798215567679304,0.9709597
Cntn6,960,True,0.4623575695802186,0.944508624909935,0.82135785
Cntnap2,1378,True,0.8057481691718196,1.1087627154864321,0.8530182
Cntnap3,379,True,0.1046543232778226,0.338267150437239,0.56588656
Cntnap4,711,True,0.3896640765106995,0.9375050660730384,0.8109766
Cntnap5b,264,True,0.05625172235733554,0.5616106272979599,0.66961294
Cntnap5c,313,True,0.09663728101949054,0.39470322429739074,0.5920969
Cobll1,97,True,0.06675021066096386,1.6208269677495943,1.16154
Cobra1,1031,True,0.26304840713906313,0.8055844355030515,0.78292066
Coch,655,True,0.47020624114018833,1.344274194890892,1.4139215
Cog2,829,True,0.23732201370383163,0.4090796070195234,0.59877366
Cog3,615,True,0.13213124188448463,0.5532538733744786,0.6657319
Col11a1,244,True,0.05309959891972955,0.7695330531405232,0.7661775
Col12a1,196,True,0.019157543022939646,0.40874591681443895,0.5986187
Col14a1,43,True,0.01282922646942521,0.6924745062594566,0.7303895
Col15a1,181,True,0.024110838644866267,1.4517223621982718,1.0830035
Col19a1,815,True,0.5348414142058594,1.1526273139026413,0.9345512
Col1a2,19,True,0.04474888383576354,3.6344191871608262,2.0967038
Col23a1,158,True,0.026439843781014962,1.2388369720449441,0.9841342
Col24a1,186,True,0.05325165176993067,0.8069740305176853,0.783566
Col25a1,406,True,0.2263734799911267,1.3588731854925837,1.0398821
Col27a1,51,True,0.017369387521891662,1.306616872231535,1.0156128
Col4a1,437,True,0.1177951096521688,1.9487977491144428,1.313858
Col4a2,596,True,0.11334680355807848,1.2932798607311617,1.0094188
Col4a3,36,True,0.019261528619332613,2.0513741357379827,1.3614972
Col4a3bp,861,True,0.14486529164112202,0.5105757862396599,0.6459111
Col6a1,272,True,0.09472529830005531,0.7480373932920716,0.7561943
Col6a3,27,True,0.01528077358374207,1.7076449687072381,1.2018605
Col8a1,356,True,0.03327268431804377,0.5362999861518729,0.6578581
Col9a3,68,True,0.013043557308192791,1.1472877885972614,0.9416164
Copb1,1484,True,0.8903908148040645,0.9379697970015426,0.618076
Cops7b,636,True,0.14614681478623875,0.2854903033867765,0.54137564
Coro1a,1324,True,0.7709787303094452,0.952167072401388,0.66616863
Coro1b,1032,True,0.36475069799073007,0.9328608251322542,0.8040925
Cort,456,True,0.13567402116713237,0.7935797324198651,0.77734536
Cox4nb,1441,True,0.1760713048545968,0.7243173313872517,0.7451781
Cox6a2,470,True,0.30802245564814035,0.8288974557327558,0.64998996
Cp,487,True,0.2940658631604263,3.6571323153592936,4.84222
Cpd,929,True,0.3113307215970273,0.8192449073332625,0.63568217
Cplx1,1617,True,1.543267173427983,1.5537787862263588,0.9032677
Cplx2,1785,True,0.8897287138029313,1.0194758424740025,0.7301955
Cplx3,695,True,0.4365889698873568,2.47269067742651,3.0865483
Cpm,1392,True,0.07058439278564622,1.6232010485970747,1.1626426
Cpne1,576,True,0.17275018795525146,1.0174577803995717,0.88132
Cpne2,642,True,0.162183642403704,0.6466894459089215,0.70912576
Cpne3,1663,True,0.1831291890253204,1.2718841321688992,0.9994821
Cpne4,830,True,0.37136369730639707,0.8506798426179123,0.6822775
Cpne7,619,True,0.23752529981249623,0.5840188526916628,0.6800199
Cpne9,1742,True,0.2519325483534187,0.7862378312333305,0.77393556
Cps1,60,True,0.017384238907404367,0.2817820689696858,0.5396534
Cpsf1,1041,True,0.31146044914809573,0.8252048890545177,0.6445165
Cpsf3l,1094,True,0.256766995574789,0.4501854541820707,0.61786425
Cpt1a,102,True,0.09120911752929693,2.401675713132024,1.5241861
Cpt2,99,True,0.05698321398349491,1.8539255130153816,1.269797
Cpxm1,101,True,0.0331593739833925,1.515622360687403,1.1126803
Cr1l,905,True,0.34649544349210454,1.4284698349907496,1.5387228
Cr2,1475,True,0.027400484838212457,0.8405152376524537,0.7991434
Cradd,491,True,0.038344433468167245,0.3276741497979248,0.5609669
Cramp1l,1712,True,0.22553801130647638,0.2742660436485364,0.5361628
Crat,589,True,0.14956275437147273,0.9270488602553796,0.8393318
Creb1,1317,True,0.36433563375241146,0.8242665832154091,0.6431257
Creb3l1,76,True,0.01812675678174316,0.41627018378901104,0.6021132
Creb5,320,True,0.03611695956643099,1.163105249295197,0.94896245
Crebl2,345,True,0.07408453794614747,0.23208153020304495,0.5165712
Creg1,549,True,0.06175844056614574,0.5755723718464888,0.67609715
Creld2,401,True,0.0640866798452165,0.25224853424584165,0.5259373
Crh,257,True,0.14651300330388578,1.3117827377936164,1.018012
Crhbp,548,True,1.4732880228556273,4.337952465470968,4.1537976
Crhr1,379,True,0.09503594793916813,0.2921933535074814,0.5444887
Crip1,46,True,0.06357454655977093,3.2273327378282666,1.9076424
Crip2,1213,True,1.0548512320307615,1.5088174473939884,1.4033324
Crispld1,953,True,0.0749579043212553,0.8609881728120842,0.80865157
Crispld2,100,True,0.08331736589761365,1.8446716750983012,1.2654992
Crk,1349,True,0.5256184864256723,1.0984411332950696,1.0495286
Crkl,484,True,0.09216274326589141,0.5165632130779951,0.6486918
Crlf3,302,True,0.058963634124630945,1.1027316460539074,0.92092335
Crot,647,True,0.34535774845256706,2.0648504578624403,2.4820156
Cryab,868,True,0.9114950894073667,3.060862130571999,3.53832
Crybb1,25,True,0.013533145428884398,1.429105285963615,1.0724996
Crybg3,525,True,0.11863370706060217,0.40691662556845837,0.59776914
Cryl1,521,True,0.17588493861231824,0.6089126251249569,0.69158125
Crym,406,True,0.3581764915384948,1.3082906820317608,1.3605839
Cryz,592,True,0.17871215438371743,0.8058166850091213,0.7830285
Csad,890,True,0.1298076754130347,0.44963942942257373,0.6176107
Csdc2,1196,True,0.5258751399375476,0.7581149113813113,0.5450705
Csf1,118,True,0.031987758396069245,1.0686607159520254,0.9051
Csf1r,93,True,0.42555406204250873,3.969657690788704,5.305469
Csf3r,1791,True,0.08950820191232775,2.387846001341824,1.5177633
Csgalnact1,498,True,0.16642896773276056,0.9086916420466263,0.83080626
Csgalnact2,439,True,0.11129190178434982,0.24028327668838473,0.5203803
Csk,338,True,0.05336939411029648,0.5536092245645684,0.6658969
Csmd3,1231,True,0.582544077141672,1.263807113788286,1.0834023
Csnk1d,1015,True,0.3184415281182597,0.7790803891736047,0.5761472
Csnk1g1,1257,True,0.6068801281828049,1.0054748135440712,0.7375387
Csnk1g3,888,True,0.24865725575642506,0.665775208508175,0.7179897
Cspg4,93,True,0.11020875446594483,2.175203896393194,1.4190068
Csrp1,222,True,0.03870502699356468,1.1526690560434913,0.9441156
Csrp2,105,True,0.02468423741832364,1.3472651390175299,1.034491
Csrp2bp,601,True,0.12433745281395232,0.20721030939071622,0.50502044
Cst3,1792,True,2.0874661506831655,4.942848761420133,4.39582
Ctbp2,817,True,0.1816211407821643,0.5567247385925174,0.66734385
Ctbs,311,True,0.09171556833795287,0.8865821442281984,0.82053804
Ctdp1,205,True,0.032989555365103604,0.7150195588100368,0.74086
Ctdsp1,241,True,0.038706234460448165,0.8517571880507079,0.80436444
Ctdsp2,828,True,0.25574759639634004,0.8466786208888064,0.8020058
Ctdspl,917,True,0.24913085550963976,0.5767869709163285,0.67666125
Ctgf,177,True,0.026974408373156893,0.5180771820236489,0.6493949
Cth,116,True,0.05157145758728284,1.2089604583368434,0.9702588
Cthrc1,692,True,0.24293184541854063,0.5422638498549682,0.66062784
Ctif,1496,True,0.18214850510216637,0.23292465748044403,0.5169628
Ctla2b,19,True,0.029060985095539362,2.4320596741172147,1.5382973
Ctnna1,1022,True,0.4676573908629351,1.359999817058737,1.4372312
Ctnna3,104,True,0.017829262986497584,0.5702113414857412,0.67360735
Ctnnal1,667,True,0.14509770621629242,0.7043730935405235,0.7359155
Ctnnb1,1522,True,0.8676670585714557,1.2522878651798939,1.050451
Ctnnd1,942,True,0.2047968827596686,0.8207252178306224,0.7899524
Ctns,778,True,0.20077325786862837,1.0064509037900846,0.8762081
Ctsa,1746,True,1.1060594193821214,1.6656545935326161,1.3074617
Ctsc,70,True,0.08848537814796045,2.3009403545914258,1.4774021
Ctsd,1749,True,1.862340299082014,2.880229929258671,2.0031776
Ctsf,831,True,0.23302633910779058,0.6421825362435203,0.7070326
Ctsh,125,True,0.22295605648869304,2.8458880212863527,1.7304897
Ctsk,137,True,0.0439313463564957,1.0559230421148438,0.8991843
Ctsl,1616,True,1.1213069759903735,1.3283069444667253,0.8815554
Ctso,262,True,0.17144053421948177,2.330956692199729,1.4913424
Ctss,90,True,0.8784034923167846,4.758739135503571,5.8739147
Ctsz,854,True,0.5210765622220295,1.7354307945018927,1.9937242
Cttnbp2nl,606,True,0.20029467753296915,2.0077548082534853,1.3412392
Ctxn3,175,True,0.1076190273333311,1.4165058546698412,1.0666481
Cul4a,903,True,0.23510391667087593,0.22094173662435226,0.51139766
Cutc,428,True,0.10279843069997369,0.25912310419166357,0.52913004
Cwc22,777,True,0.18282088463386423,0.6286012260280535,0.70072514
Cwf19l1,681,True,0.1767621168412163,0.2882740875916866,0.5426685
Cwf19l2,1174,True,0.23788762186667442,0.5426354713107914,0.6608004
Cx3cr1,1739,True,0.4229067721566066,3.8595490925122924,5.1422577
Cxadr,907,True,0.29678792758209616,0.876642482582687,0.72076136
Cxcl12,224,True,0.1543069576925713,2.608433988217755,1.6202099
Cxcl14,261,True,0.20445795651134807,1.2179664849051601,0.9744414
Cxcr7,547,True,0.11147053701572558,1.8758161685945243,1.2799636
Cyb561d1,517,True,0.10178869133588933,0.3027017843181449,0.5493691
Cyb5d2,1730,True,0.16691707500980424,0.6274172269344573,0.7001752
Cyba,73,True,0.0928884598343997,2.092056495530756,1.3803911
Cybasc3,339,True,0.09029598639240675,1.1278826073104113,0.93260413
Cyfip1,1218,True,0.5559109626819775,1.4775223865260503,1.369531
Cyp1b1,32,True,0.033112438673360035,2.0776733038354958,1.3737112
Cyp20a1,348,True,0.13969209141141875,1.2822007678560603,1.0042734
Cyp27a1,32,True,0.01783313781350153,1.1822226995121756,0.95784104
Cyp2d22,162,True,0.09989173994271454,2.0623353350559244,1.3665879
Cyp2j12,27,True,0.037580956657421595,2.0424092078265614,1.3573337
Cyp2j6,347,True,0.18865701299386903,1.7183923167301858,1.206852
Cyp2j9,141,True,0.18049082607286465,2.157960823442953,1.4109987
Cyp2s1,82,True,0.017095634877375143,0.24861979403714377,0.52425206
Cyp39a1,179,True,0.08599840690541347,1.163465407620841,0.9491297
Cyp4f13,193,True,0.04027922836252208,1.1300928851165761,0.93363065
Cyp4f14,53,True,0.016848141587302495,1.3546376392062727,1.037915
Cyp4f15,56,True,0.02934553841533506,1.5666419613870102,1.1363752
Cyp4f16,431,True,0.02395175543944944,1.0326722023016512,0.888386
Cyp4v3,64,True,0.03466472669362093,1.9787312468659901,1.32776
Cyp7b1,388,True,0.11119289665059051,1.0080794554087027,0.8769645
Cyr61,329,True,0.23088834312524834,1.8488072467976038,1.2674199
Cysltr1,15,True,0.014732001302002284,2.2531047826752624,1.455186
Cyth3,696,True,0.1723707471239875,0.6201444508266726,0.69679755
Cyth4,39,True,0.03356524521395237,2.0287609662309563,1.3509951
D030028A08Rik,683,True,0.09243422894098392,0.26802395967556447,0.5332638
D0H4S114,1428,True,1.195512456202444,1.419354984870962,0.9965049
D10Wsu102e,727,True,0.18323268550744926,0.3836981923409444,0.5869859
D11Wsu47e,259,True,0.04714379229925272,0.6754079310775092,0.72246337
D130043K22Rik,684,True,0.08400978357631252,0.19799185374344574,0.50073916
D14Ertd668e,1006,True,0.015098850763400746,0.4931051453616343,0.6377973
D15Ertd621e,1003,True,0.3079062548300781,0.7296424841971858,0.5028665
D16Ertd472e,493,True,0.052799266464118734,0.5953248150768841,0.6852707
D19Ertd386e,630,True,0.18408148387473053,0.687166229792212,0.72792417
D19Ertd737e,729,True,0.10151868739451562,0.29431917034203015,0.545476
D19Wsu162e,1441,True,0.09885745099571629,0.3329215381995866,0.5634039
D1Ertd622e,789,True,0.21999611478486256,0.5484791067338132,0.6635144
D230025D16Rik,599,True,0.16435767637486312,0.7047718404562028,0.7361007
D2hgdh,489,True,0.10448507653718989,1.1067611684834076,0.9227948
D330045A20Rik,66,True,0.016862226795475506,0.806290489819252,0.78324854
D3Ertd751e,695,True,0.3000845114239568,1.056983148670092,0.9880763
D430019H16Rik,1453,True,0.0825721978509918,0.2416258567428024,0.5210039
D430020J02Rik,438,True,0.03603701620948669,0.2789756270795453,0.53835005
D430042O09Rik,294,True,0.03636913238432738,0.5622714471732007,0.66991985
D630037F22Rik,695,True,0.1270497317868563,0.5194535030985792,0.6500341
D630041G03Rik,698,True,0.04025524296794724,0.3185042215705903,0.55670816
D6Wsu116e,1293,True,0.46539897088019233,0.7612582430264557,0.5497298
D730040F13Rik,1784,True,0.1655368078221727,0.3562652630918231,0.57424533
D830031N03Rik,415,True,0.035240369703436254,0.7127007892865587,0.7397831
D8Ertd82e,306,True,0.04912469686306398,0.27584587748884304,0.5368965
D930014E17Rik,128,True,0.03664026049654154,1.0429682181578426,0.89316773
D930015E06Rik,321,True,0.06499022440009362,0.6444091380844065,0.7080667
D9Ertd402e,1575,True,0.18809469085850508,0.5512907843575133,0.6648202
Daam2,188,True,0.10446628957032762,1.795876382383502,1.2428374
Dab2,192,True,0.07782138336315764,1.513069952744769,1.111495
Dach2,84,True,0.03073202503366266,0.7218587736363249,0.7440363
Dag1,443,True,0.06975376022541194,0.28038788483834315,0.53900594
Dalrd3,959,True,0.26511158050971495,0.34900872871190386,0.5708752
Dap,123,True,0.029156416910926016,0.8759758165391959,0.8156122
Dapk1,1118,True,0.23564598606245263,0.26750341158515506,0.53302205
Dapp1,222,True,0.050575723807275506,2.2999423050179053,1.4769386
Dars2,1583,True,0.22583634000197783,0.3666431838904433,0.5790651
Daxx,644,True,0.16856166433226086,0.34833402217043913,0.5705619
Dbc1,1506,True,1.3145010205742977,1.6374661798938304,1.2718735
Dbi,1414,True,0.464200889384145,1.207074370822094,1.2105532
Dbndd2,1338,True,0.7220089994491986,2.6745073713598284,2.9720929
Dbpht2,1646,True,1.5363911528689322,1.9420269711316422,1.3565484
Dbt,1524,True,0.15708360127319668,0.9039725747621525,0.8286146
Dbx2,95,True,0.05437941563737468,1.5449018615496237,1.1262785
Dcaf12,707,True,0.13988648419556476,0.3653188325134394,0.57845
Dcaf15,235,True,0.030381028806639905,0.39060077432650125,0.5901916
Dcaf4,906,True,0.23854750955309573,0.30162890104548906,0.5488708
Dcbld2,860,True,0.3086577115976055,0.8347318178387477,0.65863806
Dcc,1489,True,0.15214096598095586,0.8578215444551721,0.8071809
Dcdc2a,1161,True,0.14868617863027103,1.2478027722845917,0.9882981
Dchs1,326,True,0.042219902431499895,0.26328820718478546,0.53106445
Dck,742,True,0.20132017171523525,0.37912461776468986,0.5848618
Dclk1,1748,True,1.9858626222463478,1.8415849685863321,0.79834706
Dclre1a,536,True,0.14050138801796763,0.2568548979760468,0.52807665
Dclre1b,1339,True,0.08550803753126664,1.182093772384508,0.9577812
Dcn,33,True,0.22605813483469575,4.745919472984857,2.612913
Dcp1a,646,True,0.1313075555558566,0.6954272420615442,0.7317608
Dctd,337,True,0.06062735027540863,0.5600564623114855,0.6688912
Dcun1d3,629,True,0.1783612517252753,0.20054898996530604,0.5019267
Dcx,1483,True,0.373369157997499,0.9340450999273996,0.80584794
Ddah1,1239,True,1.1134426857527842,1.8459293019495773,1.5350612
Ddah2,86,True,0.01955757634801726,0.8754307103102599,0.815359
Ddb2,645,True,0.1652505903463972,0.34666219508139345,0.5697854
Ddc,52,True,0.04248470832112709,1.5506407415018215,1.1289438
Ddhd1,985,True,0.2128441413096256,1.0595423518763187,0.9008652
Ddit4l,1333,True,0.3920524393831878,1.8424916879295354,2.1524181
Ddo,442,True,0.016124534239283176,1.3976433389954708,1.0578879
Ddost,1359,True,0.20238888202571087,0.24097529636938778,0.52070177
Ddr1,322,True,0.057480550935115185,0.6055107738099427,0.6900013
Ddr2,1524,True,0.061549945290781116,1.202098930670444,0.96707207
Ddx18,1227,True,0.22698713518371494,0.4611148823772639,0.6229402
Ddx19b,1042,True,0.20783689002095931,0.8106888441168835,0.78529125
Ddx20,335,True,0.08629971444492492,0.3335040144014176,0.56367445
Ddx21,890,True,0.131667215873789,0.9041252390199804,0.8286855
Ddx26b,858,True,0.2666608068355554,0.8381628279427215,0.6637238
Ddx27,1693,True,0.2041724437081307,0.7832764279389836,0.77256024
Ddx31,262,True,0.05413386700992349,0.42061466998776753,0.60413086
Ddx4,120,True,0.02657263378662103,0.5363601729375284,0.657886
Ddx49,695,True,0.19232180621637016,0.3357561216151148,0.5647204
Ddx58,1648,True,0.050892476015606085,1.7355238718422898,1.2148082
Ddx59,291,True,0.05159222122565178,0.6644191951087038,0.7173599
Ddx60,25,True,0.024448898958997444,2.253033142183759,1.4551528
Deaf1,958,True,0.1506862190457188,0.4886049494450984,0.63570726
Decr1,368,True,0.11499982336766308,1.123972285175153,0.9307881
Degs1,1409,True,0.8159291675283133,1.3336235264709086,1.1623361
Degs2,573,True,0.11052541333872298,2.056951746920498,1.3640876
Dem1,319,True,0.09268437927521268,0.5301699310962706,0.6550111
Dennd1a,730,True,0.08344248501359547,0.5045966813638956,0.64313424
Dennd2a,417,True,0.08812086861935937,0.9415540606439076,0.8460684
Dennd3,126,True,0.04815424927138062,2.636099985680843,1.6330588
Dennd4b,495,True,0.10282231779955033,0.20808451901684583,0.5054264
Dennd5a,1462,True,0.5090481065734477,0.772956049003356,0.56706923
Deptor,579,True,0.16409603730917327,0.5787038524463755,0.6775515
Dera,41,True,0.013911503823596556,0.8323540032076391,0.7953531
Derl1,943,True,0.2570965773599868,0.6610404649780127,0.71579075
Det1,136,True,0.022492284613640636,0.3338354845515291,0.5638284
Dffb,703,True,0.09104234057025432,0.5932251280904771,0.68429554
Dgcr14,647,True,0.19252360674960278,0.6092410231400833,0.6917337
Dgcr8,871,True,0.2781977098971261,0.7666788668521098,0.5577647
Dgka,280,True,0.08551481845621214,0.5995290662988089,0.68722326
Dgkb,1043,True,0.6490563935636813,1.1440624501397505,0.92308426
Dgkq,604,True,0.13892771855038386,0.5846662350351631,0.68032056
Dhcr7,917,True,0.3114894861652148,0.7754442615801153,0.57075745
Dhdh,1642,True,0.04034727696787925,0.6428251466470332,0.70733106
Dhfr,329,True,0.06592153133056608,0.4431144299664258,0.61458033
Dhrs11,135,True,0.019789244828771712,0.6024613710881669,0.6885851
Dhrs13,96,True,0.015239967489479077,0.2684263805815098,0.5334507
Dhrs3,540,True,0.5208018394897865,2.5162632043251545,3.1511347
Dhrs7,1037,True,0.422161204817209,0.774303280847913,0.5690662
Dhtkd1,198,True,0.03989629658534294,1.369357713851995,1.0447513
Dhx16,616,True,0.05191565894179318,0.2370408230103773,0.51887447
Dhx29,504,True,0.09495286492966822,0.21799239648292248,0.5100279
Dhx32,609,True,0.1643835912365871,0.687733545530369,0.7281877
Dhx33,884,True,0.13970397804434206,1.2749183463275915,1.0008913
Dhx35,532,True,0.1370619115717958,0.6885479336294413,0.7285659
Dhx38,572,True,0.11245019062841712,0.6673775544608566,0.71873385
Dhx40,1568,True,0.16426602789865838,0.9651166623786535,0.8570115
Dhx58,97,True,0.024417613469285226,0.969689688454589,0.8591353
Diablo,941,True,0.3418563079124038,1.011508453660109,0.92067015
Diap2,1740,True,0.13978776777880947,0.43283945113787664,0.6098083
Dicer1,863,True,0.14316919706402967,0.22794856268559285,0.5146518
Dio2,190,True,0.26240218110745495,2.8877260055179725,1.7499204
Dip2b,1750,True,1.56081206839801,1.4057987349470022,0.7305006
Dirc2,1782,True,0.20652616131268584,0.26790357555569544,0.5332079
Dis3,304,True,0.06159834084449852,0.49735061278659637,0.63976896
Dis3l,1472,True,0.17351498284958594,0.43823627877974897,0.61231476
Dkk3,1114,True,1.01130935429357,1.5328339997142255,1.4363694
Dkkl1,470,True,0.22653178769553084,0.44151107139150997,0.6138357
Dlc1,1361,True,0.1920229284216786,0.658232386582238,0.7144866
Dlg5,442,True,0.07831392115358712,0.8846481259402414,0.8196398
Dlx1as,794,True,0.16366999658584175,0.5263087302796116,0.65321785
Dlx6as1,1003,True,0.8742537225298173,2.194761715361909,2.346915
Dmd,1708,True,0.8547005980828661,0.9400453372190689,0.62093115
Dmp1,42,True,0.016342388182422105,1.8904711251605915,1.2867697
Dmxl1,1414,True,0.4781663445980583,0.8173265774212111,0.63283867
Dna2,121,True,0.020124768264322475,1.6195274159437978,1.1609365
Dnahc1,334,True,0.06625680140516729,0.560954641241537,0.6693083
Dnahc5,283,True,0.06044371629995166,0.554027067998567,0.66609097
Dnahc7b,352,True,0.045196480736598287,1.0469329620388736,0.89500904
Dnahc9,157,True,0.024596473637276305,0.47957481008768005,0.6315134
Dnaja4,810,True,0.22193875723335538,0.27622937548828297,0.5370746
Dnajb1,1203,True,0.2468375133021043,0.37772090363957045,0.5842099
Dnajb2,951,True,0.20366572220726864,0.49360792779515905,0.63803077
Dnajc13,1101,True,0.29397098382778364,1.2480856724248257,1.2713434
Dnajc3,933,True,0.2770195434304916,0.9470689289070454,0.8251529
Dnase1l3,483,True,0.020387858307747243,0.6032159268889927,0.6889355
Dnase2a,1474,True,0.048543624259609085,2.0730756373185457,1.371576
Dner,1149,True,0.7873417247703309,1.5397980062472494,1.4529077
Dnm2,617,True,0.11052263066858815,0.8685530981463495,0.8121649
Dnm3os,465,True,0.15368429801503614,0.8697685052956101,0.81272936
Dock1,246,True,0.19784671522240557,1.7007298104530708,1.198649
Dock10,400,True,0.177217664342098,1.6147126150094973,1.1587005
Dock11,351,True,0.11080672501293808,1.6476197411626108,1.1739833
Dock2,18,True,0.02381865030130645,1.9707297023720127,1.3240439
Dock5,104,True,0.030908587697134907,1.379277340764687,1.0493582
Dock6,143,True,0.0391920378100041,0.9220094438539154,0.83699137
Dock7,1112,True,0.21203588243495286,0.43714898144728326,0.6118098
Dock9,1298,True,0.4129267828450873,0.9203796753766612,0.785592
Dolk,628,True,0.22726721484121545,0.5234108444506788,0.65187204
Dolpp1,690,True,0.18029886237009266,0.37149833026243356,0.58132
Dpagt1,597,True,0.15624481401463577,0.42774927108101657,0.60744435
Dph1,629,True,0.18020466397374676,0.46688832664308433,0.6256215
Dph2,528,True,0.13389832045818928,0.23481159350305275,0.51783913
Dpp3,595,True,0.15217547948801813,0.22521726995329286,0.5133833
Dpp4,488,True,0.058548681716981466,0.5079988265066236,0.6447143
Dpp7,850,True,0.25015387802192207,0.3553822621994704,0.57383525
